paper_id	doi	arxiv_id	year	title	venue	domain	user_group	task	model	data_modality	abstract	explanation_techniques	interaction_design	evaluation_design	n_participants	participant_type	metrics_trust	metrics_reliance	metrics_understanding	metrics_performance	main_findings	conclusions	limitations	pdf_path	notes
doi:10.18653/v1/2023.acl-long.153	10.18653/v1/2023.acl-long.153		2023	Towards Understanding Chain-of-Thought Prompting: An Empirical Study of What Matters	"[llm_xai] Proceedings of the Annual Meeting of the Association for Computational Linguistics
, 1, pp. 2717–2739"	retrieval-augmented generation		Retrieval-augmented generation / reasoning	large language models	tables + text questions	Chain-of-Thought (CoT) prompting can dra- matically improve the multi-step reasoning abil- ities of large language models (LLMs). CoT explicitly encourages the LLM to generate in- termediate rationales for solving a problem, by providing a series of reasoning steps in the demonstrations. Despite its success, there is still little understanding of what makes CoT prompting effective and which aspects of the demonstrated reasoning steps contribute to its performance. In this paper, we show that CoT reasoning is possible even with invalid demonstrations—prompting with invalid rea- soning steps can achieve over 80-90% of the performance obtained using CoT under various metrics, while still generating coherent lines of reasoning during inference. Further experi- ments show that other aspects of the rationales, such as being relevant to the query and correctly ordering the reasoning steps, are much more important for effective CoT reasoning. Overall, these findings both deepen our understanding of CoT prompting, and open up new questions regarding LLMs’ capability to learn to reason in context.1	retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; faithfulness-oriented reasoning / explanation; symbolic / neurosymbolic reasoning		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks							Chain-of-Thought (CoT) prompting can dra- matically improve the multi-step reasoning abil- ities of large language models (LLMs). CoT explicitly encourages the LLM to generate in- termediate rationales for solving a problem, by providing a series of reasoning steps in the demonstrations.	Chain-of-Thought (CoT) prompting can dra- matically improve the multi-step reasoning abil- ities of large language models (LLMs). CoT explicitly encourages the LLM to generate in- termediate rationales for solving a problem, by providing a series of reasoning steps in the demonstrations. Despite its success, there is still little understanding of what makes CoT prompting effective and which aspects of the demonstrated reasoning steps contribute to its performance. In this paper, we show that CoT reasoning is possible even with invalid demonstrations—prompting with invalid rea- soning steps can achieve over 80-90% of the performance obtained using CoT under various metrics, while still genera	Limitation	papers_openalex_llm_xai/10.18653_v1_2023.acl-long.153.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.48550/arxiv.2210.01240	10.48550/arxiv.2210.01240		2023	LANGUAGE MODELS ARE GREEDY REASONERS: A SYSTEMATIC FORMAL ANALYSIS OF CHAIN-OF-THOUGHT	[llm_xai] 11th International Conference on Learning Representations Iclr 2023	graph reasoning; knowledge-intensive reasoning		Retrieval-augmented generation / reasoning	large language models	text + graph / structured data	Large language models (LLMs) have shown remarkable reasoning capabilities given chain-of-thought prompts (examples with intermediate reasoning steps). Existing benchmarks measure reasoning ability indirectly, by evaluating accuracy on downstream tasks such as mathematical reasoning. However, it is unclear how these models obtain the answers and whether they rely on simple heuristics rather than the generated chain-of-thought. To enable systematic exploration of the reasoning ability of LLMs, we present a new synthetic question-answering dataset called PRONTO QA, where each example is generated from a synthetic world model represented in first-order logic. This allows us to parse the generated chain-of- thought into symbolic proofs for formal analysis. Our analysis on INSTRUCT GPT and GPT-3 shows that LLMs are quite capable of making correct individual deduction steps, and so are generally capable of reasoning, even in fictional contexts. However, they have difficulty withproof planning: When multiple valid deduction steps are available, they are not able to systematically explore the different options. 1 I NTRODUCTION The ability to reason—drawing new conclusions from provided facts—is a hallmark of human intelligence. Recently, chain-of-thought (CoT) prompting has enabled large language models (LLMs) to perform logical reasoning tasks with impressive accuracy (Wei et al., 2022; Chowdhery et al., 2022; Lewkowycz et al., 2022). In CoT prompting, each example consists of a question (e.g., “ 6 3− 1?”), a short description of the reasoning required to answer the question called the “chain-of-thought” (e.g., “ 6 3 is 2. 2− 1 is 1.”), and a label (e.g., “ 1”). When prompted with a few CoT examples, the elicited reasoning allows LLMs to predict the label with much higher accuracy than standard question-answer prompting. However, it is unclear to what extent these models can reason due to several confounding factors. First, existing studies primarily rely on question-answering (QA) tasks from real-world settings such as math word problems (Cobbe et al., 2021; Han et al., 2022; Weston et al., 2016). It is likely that LLMs have already acquired the knowledge through pretr	retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; symbolic / neurosymbolic reasoning; interpretable / explainable modeling		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations							Large language models (LLMs) have shown remarkable reasoning capabilities given chain-of-thought prompts (examples with intermediate reasoning steps). Existing benchmarks measure reasoning ability indirectly, by evaluating accuracy on downstream tasks such as mathematical reasoning.	Large language models (LLMs) have shown remarkable reasoning capabilities given chain-of-thought prompts (examples with intermediate reasoning steps). Existing benchmarks measure reasoning ability indirectly, by evaluating accuracy on downstream tasks such as mathematical reasoning. However, it is unclear how these models obtain the answers and whether they rely on simple heuristics rather than the generated chain-of-thought. To enable systematic exploration of the reasoning ability of LLMs, we present a new synthetic question-answering dataset called PRONTO QA, where each example is generated from a synthetic world model represented in first-order logic. This allows us to parse the generate	Verify limitations manually from full text; automatic extraction did not isolate a dedicated limitations section.	papers_openalex_llm_xai/10.48550_arxiv.2210.01240.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.18653/v1/2023.acl-industry.4	10.18653/v1/2023.acl-industry.4		2023	MathPrompter: Mathematical Reasoning using Large Language Models	"[llm_xai] Proceedings of the Annual Meeting of the Association for Computational Linguistics
, 5, pp. 37–42"	chain-of-thought reasoning		Multi-step reasoning with large language models	large language models	tables + text questions	Large Language Models (LLMs) have limited performance when solving arithmetic reason- ing tasks and often provide incorrect answers. Unlike natural language understanding, math problems typically have a single correct an- swer, making the task of generating accurate solutions more challenging for LLMs. To the best of our knowledge, we are not aware of any LLMs that indicate their level of confi- dence in their responses which fuels a trust deficit in these models impeding their adop- tion. To address this deficiency, we propose ‘MathPrompter’, a technique that improves per- formance of LLMs on arithmetic problems along with increased reliance in the predic- tions. MathPrompter uses the Zero-shot chain- of-thought prompting technique to generate multiple Algebraic expressions or Python func- tions to solve the same math problem in dif- ferent ways and thereby raise the confidence level in the output results. This is in contrast to other prompt based CoT methods, where there is no check on the validity of the intermedi- ate steps followed. Our technique improves over state-of-the-art on the MultiArith dataset (78.7%→92.5%) evaluated using 175B pa- rameter GPT-based LLM	chain-of-thought prompting / reasoning traces; self-reflection / self-consistency strategies		reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations							s & Discussions We introduced MathPrompter, a novel approach that improves LLM performance on mathematical reasoning problems. It also addresses an important concern of building the user trust to some extent in the LLM predictions.	s & Discussions We introduced MathPrompter, a novel approach that improves LLM performance on mathematical reasoning problems. It also addresses an important concern of building the user trust to some extent in the LLM predictions. We translated our intuition on how students solve arithmetic problems to a LLM model by utilizing the Zero-shot chain-of-thought prompting technique. MathPrompter incorporates ideas like cross-checking the intermediate steps and solving the same math problem using multiple approaches in its design. We empirically show that our model is comparable to SOTA Few-shot-CoT models as well as the larger Zero-shot-CoT models that have 540B parameters. In future, we plan to	One of the limitations of our work is that while we are running the MathPrompter multiple times in different ways to increase the accuracy of our results, this does not always guarantee the correct- ness of the output. Both Algebraic and Pythonic expressions have the potential to produce the incor- rect results, even if the prompt outputs match each other. This is the fail case as shown in the last row of Table 2. Increasing the number of prompts will mitigate this issue. We are currently investigating techniques that can address this issue in a more principled manner	papers_openalex_llm_xai/10.18653_v1_2023.acl-industry.4.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.3390/medicina60030445	10.3390/medicina60030445		2024	Integrating Retrieval-Augmented Generation with Large Language Models in Nephrology: Advancing Practical Applications	"[llm_xai] Medicina Lithuania
, 60(3), 445"	healthcare; clinical use of LLMs		Survey / review of methods, challenges, and evaluation	large language models	tables + text questions	The integration of large language models (LLMs) into healthcare, particularly in nephrology, represents a significant advancement in applying advanced technology to patient care, medical research, and education. These advanced models have progressed from simple text processors to tools capable of deep language understanding, offering innovative ways to handle health-related data, thus improving medical practice efficiency and effectiveness. A significant challenge in medical applications of LLMs is their imperfect accuracy and/or tendency to produce hallucinations—outputs that are factually incorrect or irrelevant. This issue is particularly critical in healthcare, where precision is essential, as inaccuracies can undermine the reliability of these models in crucial decision-making processes. To overcome these challenges, various strategies have been developed. One such strategy is prompt engineering, like the chain-of-thought approach, which directs LLMs towards more accurate responses by breaking down the problem into intermediate steps or reasoning sequences. Another one is the retrieval-augmented generation (RAG) strategy, which helps address hallucinations by integrating external data, enhancing output accuracy and relevance. Hence, RAG is favored for tasks requiring up-to-date, comprehensive information, such as in clinical decision making or educational applications. In this article, we showcase the creation of a specialized ChatGPT model integrated with a RAG system, tailored to align with the KDIGO 2023 guidelines for chronic kidney disease. This example demonstrates its potential in providing specialized, accurate medical advice, marking a step towards more reliable and efficient nephrology practices. Keywords: large language models (LLMs); nephrology; chronic kidney disease; artificial intelligence; retrieval-augmented generation (RAG)	taxonomy / survey of explainability methods; retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; hallucination analysis / mitigation; attribution / evidence decomposition; interpretable / explainable modeling		secondary literature review / taxonomy synthesis; benchmark-style empirical evaluation; domain-specific empirical evaluation in healthcare; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations							The integration of large language models (LLMs) into healthcare, particularly in nephrology, represents a significant advancement in applying advanced technology to patient care, medical research, and education. These advanced models have progressed from simple text processors to tools capable of deep language understanding, offering innovative ways to handle health-related data, thus improving medical practice efficiency and effectiveness.	The integration of large language models (LLMs) into healthcare, particularly in nephrology, represents a significant advancement in applying advanced technology to patient care, medical research, and education. These advanced models have progressed from simple text processors to tools capable of deep language understanding, offering innovative ways to handle health-related data, thus improving medical practice efficiency and effectiveness. A significant challenge in medical applications of LLMs is their imperfect accuracy and/or tendency to produce hallucinations—outputs that are factually incorrect or irrelevant. This issue is particularly critical in healthcare, where precision is essenti	limitations	papers_openalex_llm_xai/10.3390_medicina60030445.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.18653/v1/2024.findings-acl.372	10.18653/v1/2024.findings-acl.372		2024	Benchmarking Retrieval-Augmented Generation for Medicine	"[llm_xai] Proceedings of the Annual Meeting of the Association for Computational Linguistics
, pp. 6233–6251"	medical RAG benchmarking		Benchmark retrieval-augmented generation configurations for medical QA	large language models	medical question answering with external corpora and retrieved evidence	While large language models (LLMs) have achieved state-of-the-art performance on a wide range of medical question answering (QA) tasks, they still face challenges with halluci- nations and outdated knowledge. Retrieval- augmented generation (RAG) is a promising so- lution and has been widely adopted. However, a RAG system can involve multiple flexible com- ponents, and there is a lack of best practices regarding the optimal RAG setting for various medical purposes. To systematically evaluate such systems, we propose the Medical Informa- tion Retrieval-Augmented Generation Evalua- tion (MIRAGE ), a first-of-its-kind benchmark including 7,663 questions from five medical QA datasets. Using MIRAGE , we conducted large-scale experiments with over 1.8 trillion prompt tokens on 41 combinations of differ- ent corpora, retrievers, and backbone LLMs through the MEDRAG toolkit introduced in this work. Overall, MEDRAG improves the accu- racy of six different LLMs by up to 18% over chain-of-thought prompting, elevating the per- formance of GPT-3.5 and Mixtral to GPT-4- level. Our results show that the combination of various medical corpora and retrievers achieves the best performance. In addition, we discov- ered a log-linear scaling property and the “lost- in-the-middle” effects in medical RAG. We be- lieve our comprehensive evaluations can serve as practical guidelines for implementing RAG systems for medicine1	RAG benchmarking; evidence-grounded medical QA; comparative retrieval / corpus / backbone analysis		large-scale empirical benchmark (MIRAGE / MEDRAG) across corpora, retrievers, and LLM backbones							MIRAGE benchmarks medical RAG across 7,663 questions and many combinations of corpora, retrievers, and backbone models. The study shows that well-configured RAG can substantially improve medical QA accuracy over chain-of-thought prompting alone and identifies practical effects such as corpus combination benefits and lost-in-the-middle behavior.	RAG configuration choices matter substantially in medicine, where hallucination and outdated knowledge are especially costly. The paper is useful to support claims about grounding, benchmark design, and evidence-linked improvements in high-stakes domains.	Domain-specific to medicine and focused on benchmark performance rather than human interpretability outcomes. Its conclusions may not transfer directly to non-medical RAG settings.	papers_openalex_llm_xai/10.18653_v1_2024.findings-acl.372.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.48550/arxiv.2212.08061	10.48550/arxiv.2212.08061		2023	On Second Thought, Let's Not Think Step by Step! Bias and Toxicity in Zero-Shot Reasoning	"[llm_xai] Proceedings of the Annual Meeting of the Association for Computational Linguistics
, 1, pp. 4454–4470"	legal QA; retrieval-augmented reasoning		Retrieval-augmented generation / reasoning	large language models	tables + text questions	Warning: This paper contains several toxic and offensive statements. Generating a Chain of Thought (CoT) has been shown to consistently improve large language model (LLM) performance on a wide range of NLP tasks. However, prior work has mainly focused on logical reasoning tasks (e.g. arith- metic, commonsense QA); it remains unclear whether improvements hold for more diverse types of reasoning, especially in socially situ- ated contexts. Concretely, we perform a con- trolled evaluation of zero-shot CoT across two socially sensitive domains: harmful questions and stereotype benchmarks. We find that zero- shot CoT reasoning in sensitive domains signif- icantly increases a model’s likelihood to pro- duce harmful or undesirable output, with trends holding across different prompt formats and model variants. Furthermore, we show that harmful CoTs increase with model size, but decrease with improved instruction following. Our work suggests that zero-shot CoT should be used with caution on socially important tasks, especially when marginalized groups or sensitive topics are involved	retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; symbolic / neurosymbolic reasoning		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations							Warning: This paper contains several toxic and offensive statements. Generating a Chain of Thought (CoT) has been shown to consistently improve large language model (LLM) performance on a wide range of NLP tasks.	Warning: This paper contains several toxic and offensive statements. Generating a Chain of Thought (CoT) has been shown to consistently improve large language model (LLM) performance on a wide range of NLP tasks. However, prior work has mainly focused on logical reasoning tasks (e.g. arith- metic, commonsense QA); it remains unclear whether improvements hold for more diverse types of reasoning, especially in socially situ- ated contexts. Concretely, we perform a con- trolled evaluation of zero-shot CoT across two socially sensitive domains: harmful questions and stereotype benchmarks. We find that zero- shot CoT reasoning in sensitive domains signif- icantly increases a model’s likelihood to	Verify limitations manually from full text; automatic extraction did not isolate a dedicated limitations section.	papers_openalex_llm_xai/10.48550_arxiv.2212.08061.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.1109/mnet.2024.3401159	10.1109/mnet.2024.3401159		2024	Interactive AI With Retrieval-Augmented Generation for Next Generation Networking	"[llm_xai] IEEE Network
, 38(6), pp. 414–424"	healthcare; clinical use of LLMs		Survey / review of methods, challenges, and evaluation	large language models	text + image / multimodal inputs	IEEE Network • November/December 2024 414 0890-8044/24©2024IEEE Abstr Act With the advance of artificial intelligence (AI), the concept of interactive AI (IAI) has been intro- duced, which can interactively understand and respond not only to human user input but also to dynamic system and network conditions. In this article, we explore an integration and enhance - ment of IAI in networking. We first review recent developments and future perspectives of AI and then introduce the technology and components of IAI. We then explore the integration of IAI into next-generation networks, focusing on how implicit and explicit interactions can enhance network functionality, improve user experience, and promote efficient network management. Sub- sequently, we propose an IAI-enabled network management and optimization framework, which consists of environment, perception, action, and brain units. We also design a pluggable large language model (LLM) module and retrieval aug - mented generation (RAG) module to build the knowledge base and contextual memory for deci- sion-making in the brain unit. We demonstrate through case studies that our IAI framework can effectively perform optimization problem design. Finally, we discuss potential research directions for IAI-based networks. Introduct Ion With the current development trajectory, artificial intelligence (AI) is moving towards the possibility of realizing artificial general intelligence (AGI). The evolution of AI from its original rule-based algorithms to the adoption of advanced learning models marks a significant shift in the field o	taxonomy / survey of explainability methods; retrieval-augmented generation / grounding		secondary literature review / taxonomy synthesis; benchmark-style empirical evaluation; domain-specific empirical evaluation in healthcare; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations							IEEE Network • November/December 2024 414 0890-8044/24©2024IEEE Abstr Act With the advance of artificial intelligence (AI), the concept of interactive AI (IAI) has been intro- duced, which can interactively understand and respond not only to human user input but also to dynamic system and network conditions. In this article, we explore an integration and enhance - ment of IAI in networking.	IEEE Network • November/December 2024 414 0890-8044/24©2024IEEE Abstr Act With the advance of artificial intelligence (AI), the concept of interactive AI (IAI) has been intro- duced, which can interactively understand and respond not only to human user input but also to dynamic system and network conditions. In this article, we explore an integration and enhance - ment of IAI in networking. We first review recent developments and future perspectives of AI and then introduce the technology and components of IAI. We then explore the integration of IAI into next-generation networks, focusing on how implicit and explicit interactions can enhance network functionality, improve user experience, an	Verify limitations manually from full text; automatic extraction did not isolate a dedicated limitations section.	papers_openalex_llm_xai/10.1109_mnet.2024.3401159.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.1097/hep.0000000000000834	10.1097/hep.0000000000000834		2024	Development of a liver disease-specific large language model chat interface using retrieval-augmented generation	"[llm_xai] Hepatology
, 80(5), pp. 1158–1168"	medicine; healthcare LLMs		Survey / review of methods, challenges, and evaluation	large language models	tables + text questions	Background: Large language models (LLMs) have significant capabilities in clinical information processing tasks. Commercially available LLMs, however, are not optimized for clinical uses and are prone to generating hallucinatory information. Retrieval-augmented generation (RAG) is an enterprise architecture that allows embedding of customized data into LLMs. This approach “specializes” the LLMs and is thought to reduce hallucinations. Methods: We developed “LiVersa,” a liver disease-specific LLM, by using our institution’s protected health information (PHI)-complaint text embedding and LLM platform, “Versa.” We conducted RAG on 30 publicly available American Association for the Study of Liver Diseases guidance documents to be incorporated into LiVersa. Results: We evaluated LiVersa’s performance by conducting two rounds of testing. First, we compared LiVersa’s outputs versus those of trainees from a previously published knowledge assessment. LiVersa answered all 10 questions correctly. Second, we asked 15 hepatologists to Correspondence: Jin Ge, MD, MBA, 513 Parnassus Avenue, S-357, San Francisco, CA 94143, jin.ge@ucsf.edu, Fax: 415-476-0659. Author Contributions: Authorship was determined using ICMJE recommendations. Ge: Concept and design; data extraction; analysis and interpretation of data; drafting of manuscript; critical revision of the manuscript for important intellectual content; study supervision Sun: Data extraction; analysis and interpretation of data; critical revision of the manuscript for important intellectual content Owens: Concept and design; analysis and interpretation of data; critical revision of the manuscript for important intellectual content Galvez: Analysis and interpretation of data; critical revision of the manuscript for important intellectual content Gologorskaya: Analysis and interpretation of data; critical revision of the manuscript for important intellectual content J. Lai: Concept and design; critical revision of the manuscript for important intellectual content; study supervision Pletcher: Concept and design; critical revision of the manuscript for important intellectual content; study supervision K. Lai: Concept and design; c	taxonomy / survey of explainability methods; retrieval-augmented generation / grounding; hallucination analysis / mitigation		secondary literature review / taxonomy synthesis; benchmark-style empirical evaluation; domain-specific empirical evaluation in healthcare; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations							Background: Large language models (LLMs) have significant capabilities in clinical information processing tasks. Commercially available LLMs, however, are not optimized for clinical uses and are prone to generating hallucinatory information.	Background: Large language models (LLMs) have significant capabilities in clinical information processing tasks. Commercially available LLMs, however, are not optimized for clinical uses and are prone to generating hallucinatory information. Retrieval-augmented generation (RAG) is an enterprise architecture that allows embedding of customized data into LLMs. This approach “specializes” the LLMs and is thought to reduce hallucinations. Methods: We developed “LiVersa,” a liver disease-specific LLM, by using our institution’s protected health information (PHI)-complaint text embedding and LLM platform, “Versa.” We conducted RAG on 30 publicly available American Association for the Study of Live	Verify limitations manually from full text; automatic extraction did not isolate a dedicated limitations section.	papers_openalex_llm_xai/10.1097_hep.0000000000000834.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.1016/j.procs.2024.09.178	10.1016/j.procs.2024.09.178		2024	A Survey on RAG with LLMs	"[llm_xai] Procedia Computer Science
, 246(C), pp. 3781–3790"	graph reasoning; knowledge-intensive reasoning		Survey / review of methods, challenges, and evaluation	large language models	text + graph / structured data	In the fast-paced realm of digital transformation, businesses are increasingly pressured to innovate and boost efficiency to remain competitive and foster growth. Large Language Models (LLMs) have emerged as game -changers across industries, revolutionizing various sectors by harnessing extensive text data to analyze and generate human -like text. Despite their impressive capabilities, LLMs often encounter challenges when dealing with domain -specific queries, potentially leading to inaccuracies in their outputs. In response, Retrieval -Augmented Generation (RAG) has emerged as a viable solution. By seamlessly integrating external data retrieval into text generation processes, RAG aims to enhance the accuracy and relevance of the generated content. However, existing literature reviews tend to focus primarily on the technological advancements of RAG, overlooking a comprehensive exploration of its applications. This paper seeks to address this gap by providing a thorough rev iew of RAG applications, encompassing both task -specific and discipline-specific studies, while also outlining potential avenues for future research. By shedding light on current RAG research and outlining future directions, this review aims to catalyze furt her exploration and development in this dynamic field, thereby contributing to ongoing digital transformation efforts. © 2024 The Authors. Published by ELSEVIER B.V. This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of KES International Keywords: Large Language Models (LLMs); Natural Language Processing (NLP); Retrieval-Augmented Generation (RAG); Text generation; Digital transformation	taxonomy / survey of explainability methods; retrieval-augmented generation / grounding; hallucination analysis / mitigation		secondary literature review / taxonomy synthesis; benchmark-style empirical evaluation; domain-specific empirical evaluation in healthcare; comparison against human judgments / annotations							In the fast-paced realm of digital transformation, businesses are increasingly pressured to innovate and boost efficiency to remain competitive and foster growth. Large Language Models (LLMs) have emerged as game -changers across industries, revolutionizing various sectors by harnessing extensive text data to analyze and generate human -like text.	In the fast-paced realm of digital transformation, businesses are increasingly pressured to innovate and boost efficiency to remain competitive and foster growth. Large Language Models (LLMs) have emerged as game -changers across industries, revolutionizing various sectors by harnessing extensive text data to analyze and generate human -like text. Despite their impressive capabilities, LLMs often encounter challenges when dealing with domain -specific queries, potentially leading to inaccuracies in their outputs. In response, Retrieval -Augmented Generation (RAG) has emerged as a viable solution. By seamlessly integrating external data retrieval into text generation processes, RAG aims to en	Verify limitations manually from full text; automatic extraction did not isolate a dedicated limitations section.	papers_openalex_llm_xai/10.1016_j.procs.2024.09.178.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.18653/v1/2024.naacl-long.389	10.18653/v1/2024.naacl-long.389		2024	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity	[llm_xai] Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics Human Language Technologies Naacl 2024, 1, pp. 7029–7043	retrieval-augmented generation		Retrieval-augmented generation / reasoning	large language models	tables + text questions	Retrieval-Augmented Large Language Models (LLMs), which incorporate the non-parametric knowledge from external knowledge bases into LLMs, have emerged as a promising approach to enhancing response accuracy in several tasks, such as Question-Answering (QA). However, even though there are various approaches deal- ing with queries of different complexities, they either handle simple queries with unnecessary computational overhead or fail to adequately address complex multi-step queries; yet, not all user requests fall into only one of the sim- ple or complex categories. In this work, we propose a novel adaptive QA framework that can dynamically select the most suitable strat- egy for (retrieval-augmented) LLMs from the simplest to the most sophisticated ones based on the query complexity. Also, this selec- tion process is operationalized with a classi- fier, which is a smaller LM trained to predict the complexity level of incoming queries with automatically collected labels, obtained from actual predicted outcomes of models and in- herent inductive biases in datasets. This ap- proach offers a balanced strategy, seamlessly adapting between the iterative and single-step retrieval-augmented LLMs, as well as the no- retrieval methods, in response to a range of query complexities. We validate our model on a set of open-domain QA datasets, cov- ering multiple query complexities, and show that ours enhances the overall efficiency and accuracy of QA systems, compared to rele- vant baselines including the adaptive retrieval approaches. Code is available at: https:// github.com/starsuzi/Adaptive-RAG	retrieval-augmented generation / grounding		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations							Retrieval-Augmented Large Language Models (LLMs), which incorporate the non-parametric knowledge from external knowledge bases into LLMs, have emerged as a promising approach to enhancing response accuracy in several tasks, such as Question-Answering (QA). However, even though there are various approaches deal- ing with queries of different complexities, they either handle simple queries with unnecessary computational overhead or fail to adequately address complex multi-step queries; yet, not all user requests fall into only one of the sim- ple or complex categories.	Retrieval-Augmented Large Language Models (LLMs), which incorporate the non-parametric knowledge from external knowledge bases into LLMs, have emerged as a promising approach to enhancing response accuracy in several tasks, such as Question-Answering (QA). However, even though there are various approaches deal- ing with queries of different complexities, they either handle simple queries with unnecessary computational overhead or fail to adequately address complex multi-step queries; yet, not all user requests fall into only one of the sim- ple or complex categories. In this work, we propose a novel adaptive QA framework that can dynamically select the most suitable strat- egy for (retrieval	Verify limitations manually from full text; automatic extraction did not isolate a dedicated limitations section.	papers_openalex_llm_xai/10.18653_v1_2024.naacl-long.389.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
doi:10.18653/v1/2023.emnlp-main.313	10.18653/v1/2023.emnlp-main.313		2023	LINC: A Neurosymbolic Approach for Logical Reasoning by Combining Language Models with First-Order Logic Provers	[llm_xai] Emnlp 2023 2023 Conference on Empirical Methods in Natural Language Processing Proceedings, pp. 5153–5176	retrieval-augmented generation		Retrieval-augmented generation / reasoning	large language models	tables + text questions	Logical reasoning, i.e., deductively inferring the truth value of a conclusion from a set of premises, is an important task for artificial in- telligence with wide potential impacts on sci- ence, mathematics, and society. While many prompting-based strategies have been proposed to enable Large Language Models (LLMs) to do such reasoning more effectively, they still appear unsatisfactory, often failing in subtle and unpredictable ways. In this work, we investigate the validity of instead reformulat- ing such tasks as modular neurosymbolic pro- gramming, which we call LINC: Logical In- ference via Neurosymbolic Computation. In LINC, the LLM acts as a semantic parser, trans- lating premises and conclusions from natural language to expressions in first-order logic. These expressions are then offloaded to an ex- ternal theorem prover, which symbolically per- forms deductive inference. Leveraging this ap- proach, we observe significant performance gains on FOLIO and a balanced subset of ProofWriter for three different models in nearly all experimental conditions we evaluate. On ProofWriter, augmenting the comparatively small open-source StarCoder+ (15.5B parame- ters) with LINC even outperforms GPT-3.5 and GPT-4 with Chain-of-Thought (CoT) prompt- ing by an absolute 38% and 10%, respec- tively. When used with GPT-4, LINC scores 26% higher than CoT on ProofWriter while performing comparatively on FOLIO. Further analysis reveals that although both methods on average succeed roughly equally often on this dataset, they exhibit distinct and complemen- tary failure modes. We thus provide promising evidence for how logical reasoning over natural language can be tackled through jointly lever- aging LLMs alongside symbolic provers. All corresponding code is publicly available.1 ∗ Author order randomized; all reserve the right to list their name first. 1 https://github.com/benlipkin/linc	retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; symbolic / neurosymbolic reasoning; hallucination analysis / mitigation		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks							(GPT-4 Incorrect CoT): Let 's think step by step. ↪→ We want to evaluate if Space is a ↪→ vampire.	Space is a vampire. (GPT-4 Incorrect CoT): Let 's think step by step. ↪→ We want to evaluate if Space is a ↪→ vampire. We know that Space is a vacuum ↪→ and that vacuums suck. However, while it ' ↪→ s true that vampires also suck, this ↪→ doesn't mean that everything that sucks ↪→ is a vampire. Therefore, there is no ↪→ reason to believe that Space is a vampire ↪→ based on these premises, so the ↪→ statement is false. ANSWER: False Example 2 Premises: Some mammals have teeth. Platypus have no teeth. Platypus are mammals. Humans have teeth. Conclusion: Platypus are reptiles. (GPT-4 Incorrect CoT): Let 's think step by step. ↪→ We want to evaluate if platypus are ↪→ reptiles. We know from the 	Future work	papers_openalex_llm_xai/10.18653_v1_2023.emnlp-main.313.pdf	Extraction completed semi-automatically from local PDF; verify details during final curation.
